compression,streams,checkpoint_time,restore_time,total_time,timestamp,run_number
none,0,0.61,0.39,1.00,2026-03-03T13:47:25+00:00,1
none,2,0.77,0.78,1.55,2026-03-03T13:47:31+00:00,1
none,4,0.46,0.75,1.21,2026-03-03T13:47:36+00:00,1
none,8,0.40,0.75,1.15,2026-03-03T13:47:40+00:00,1
tar,0,1.11,0.92,2.03,2026-03-03T13:47:46+00:00,1
tar,2,0.79,0.79,1.58,2026-03-03T13:47:52+00:00,1
tar,4,0.47,0.78,1.25,2026-03-03T13:47:57+00:00,1
tar,8,0.38,0.75,1.13,2026-03-03T13:48:01+00:00,1
gzip,0,2.12,1.02,3.14,2026-03-03T13:48:08+00:00,1
gzip,2,1.77,0.78,2.55,2026-03-03T13:48:14+00:00,1
gzip,4,0.82,0.74,1.56,2026-03-03T13:48:20+00:00,1
gzip,8,0.68,0.75,1.43,2026-03-03T13:48:25+00:00,1
lz4,0,0.94,2.16,3.10,2026-03-03T13:48:31+00:00,1
lz4,2,0.54,1.29,1.83,2026-03-03T13:48:37+00:00,1
lz4,4,0.40,1.12,1.52,2026-03-03T13:48:42+00:00,1
lz4,8,0.38,0.96,1.34,2026-03-03T13:48:47+00:00,1
zlib,0,2.24,1.15,3.39,2026-03-03T13:48:54+00:00,1
zlib,2,1.94,0.80,2.74,2026-03-03T13:49:00+00:00,1
zlib,4,0.89,0.77,1.66,2026-03-03T13:49:06+00:00,1
zlib,8,0.75,0.78,1.53,2026-03-03T13:49:11+00:00,1
none,0,0.61,0.39,1.00,2026-03-03T13:49:16+00:00,2
none,2,0.85,0.80,1.65,2026-03-03T13:49:21+00:00,2
none,4,0.47,0.79,1.26,2026-03-03T13:49:26+00:00,2
none,8,0.41,0.80,1.21,2026-03-03T13:49:31+00:00,2
tar,0,1.13,0.92,2.05,2026-03-03T13:49:37+00:00,2
tar,2,0.85,0.82,1.67,2026-03-03T13:49:42+00:00,2
tar,4,0.47,0.75,1.22,2026-03-03T13:49:47+00:00,2
tar,8,0.41,0.75,1.16,2026-03-03T13:49:52+00:00,2
gzip,0,2.13,1.04,3.17,2026-03-03T13:49:59+00:00,2
gzip,2,1.83,0.82,2.65,2026-03-03T13:50:05+00:00,2
gzip,4,0.92,0.76,1.68,2026-03-03T13:50:11+00:00,2
gzip,8,0.68,0.78,1.46,2026-03-03T13:50:16+00:00,2
lz4,0,0.95,2.16,3.11,2026-03-03T13:50:22+00:00,2
lz4,2,0.53,1.29,1.82,2026-03-03T13:50:28+00:00,2
lz4,4,0.41,1.06,1.47,2026-03-03T13:50:33+00:00,2
lz4,8,0.39,1.01,1.40,2026-03-03T13:50:38+00:00,2
zlib,0,2.24,1.14,3.38,2026-03-03T13:50:45+00:00,2
zlib,2,1.91,0.81,2.72,2026-03-03T13:50:51+00:00,2
zlib,4,0.90,0.76,1.66,2026-03-03T13:50:57+00:00,2
zlib,8,0.73,0.76,1.49,2026-03-03T13:51:02+00:00,2
none,0,0.61,0.40,1.01,2026-03-03T13:51:07+00:00,3
none,2,0.81,0.80,1.61,2026-03-03T13:51:12+00:00,3
none,4,0.47,0.74,1.21,2026-03-03T13:51:17+00:00,3
none,8,0.41,0.75,1.16,2026-03-03T13:51:22+00:00,3
tar,0,1.12,0.91,2.03,2026-03-03T13:51:28+00:00,3
tar,2,0.84,0.82,1.66,2026-03-03T13:51:33+00:00,3
tar,4,0.49,0.76,1.25,2026-03-03T13:51:38+00:00,3
tar,8,0.40,0.76,1.16,2026-03-03T13:51:43+00:00,3
gzip,0,2.12,1.04,3.16,2026-03-03T13:51:50+00:00,3
gzip,2,1.90,0.83,2.73,2026-03-03T13:51:56+00:00,3
gzip,4,0.90,0.75,1.65,2026-03-03T13:52:02+00:00,3
gzip,8,0.69,0.75,1.44,2026-03-03T13:52:07+00:00,3
lz4,0,0.97,2.17,3.14,2026-03-03T13:52:14+00:00,3
lz4,2,0.56,1.32,1.88,2026-03-03T13:52:19+00:00,3
lz4,4,0.41,1.11,1.52,2026-03-03T13:52:24+00:00,3
lz4,8,0.38,1.02,1.40,2026-03-03T13:52:29+00:00,3
zlib,0,2.23,1.15,3.38,2026-03-03T13:52:36+00:00,3
zlib,2,1.95,0.83,2.78,2026-03-03T13:52:43+00:00,3
zlib,4,0.95,0.76,1.71,2026-03-03T13:52:48+00:00,3
zlib,8,0.73,0.77,1.50,2026-03-03T13:52:53+00:00,3
