compression,streams,checkpoint_time,restore_time,total_time,timestamp,run_number
none,0,0.62,0.38,1.00,2026-03-03T13:57:01+00:00,1
none,2,0.79,0.68,1.47,2026-03-03T13:57:07+00:00,1
none,4,0.44,0.69,1.13,2026-03-03T13:57:12+00:00,1
none,8,0.40,0.67,1.07,2026-03-03T13:57:16+00:00,1
tar,0,1.09,0.92,2.01,2026-03-03T13:57:22+00:00,1
tar,2,0.81,0.73,1.54,2026-03-03T13:57:27+00:00,1
tar,4,0.44,0.68,1.12,2026-03-03T13:57:32+00:00,1
tar,8,0.40,0.70,1.10,2026-03-03T13:57:37+00:00,1
gzip,0,2.11,1.03,3.14,2026-03-03T13:57:44+00:00,1
gzip,2,1.78,0.67,2.45,2026-03-03T13:57:50+00:00,1
gzip,4,0.82,0.68,1.50,2026-03-03T13:57:55+00:00,1
gzip,8,0.63,0.68,1.31,2026-03-03T13:58:00+00:00,1
lz4,0,0.93,2.15,3.08,2026-03-03T13:58:07+00:00,1
lz4,2,0.52,1.28,1.80,2026-03-03T13:58:12+00:00,1
lz4,4,0.39,1.11,1.50,2026-03-03T13:58:17+00:00,1
lz4,8,0.37,0.99,1.36,2026-03-03T13:58:22+00:00,1
zlib,0,2.22,1.14,3.36,2026-03-03T13:58:29+00:00,1
zlib,2,1.94,0.73,2.67,2026-03-03T13:58:35+00:00,1
zlib,4,0.84,0.68,1.52,2026-03-03T13:58:41+00:00,1
zlib,8,0.66,0.69,1.35,2026-03-03T13:58:46+00:00,1
none,0,0.60,0.39,.99,2026-03-03T13:58:50+00:00,2
none,2,0.83,0.67,1.50,2026-03-03T13:58:55+00:00,2
none,4,0.44,0.70,1.14,2026-03-03T13:59:00+00:00,2
none,8,0.37,0.68,1.05,2026-03-03T13:59:05+00:00,2
tar,0,1.10,0.92,2.02,2026-03-03T13:59:11+00:00,2
tar,2,0.80,0.68,1.48,2026-03-03T13:59:16+00:00,2
tar,4,0.44,0.68,1.12,2026-03-03T13:59:21+00:00,2
tar,8,0.39,0.69,1.08,2026-03-03T13:59:26+00:00,2
gzip,0,2.12,1.02,3.14,2026-03-03T13:59:33+00:00,2
gzip,2,1.82,0.68,2.50,2026-03-03T13:59:39+00:00,2
gzip,4,0.79,0.69,1.48,2026-03-03T13:59:44+00:00,2
gzip,8,0.66,0.68,1.34,2026-03-03T13:59:49+00:00,2
lz4,0,0.94,2.14,3.08,2026-03-03T13:59:55+00:00,2
lz4,2,0.53,1.26,1.79,2026-03-03T14:00:01+00:00,2
lz4,4,0.41,1.09,1.50,2026-03-03T14:00:06+00:00,2
lz4,8,0.37,0.93,1.30,2026-03-03T14:00:11+00:00,2
zlib,0,2.20,1.15,3.35,2026-03-03T14:00:18+00:00,2
zlib,2,1.95,0.72,2.67,2026-03-03T14:00:24+00:00,2
zlib,4,0.91,0.64,1.55,2026-03-03T14:00:29+00:00,2
zlib,8,0.66,0.69,1.35,2026-03-03T14:00:34+00:00,2
none,0,0.61,0.38,.99,2026-03-03T14:00:39+00:00,3
none,2,0.77,0.67,1.44,2026-03-03T14:00:44+00:00,3
none,4,0.44,0.68,1.12,2026-03-03T14:00:49+00:00,3
none,8,0.37,0.68,1.05,2026-03-03T14:00:54+00:00,3
tar,0,1.08,0.92,2.00,2026-03-03T14:00:59+00:00,3
tar,2,0.77,0.68,1.45,2026-03-03T14:01:05+00:00,3
tar,4,0.45,0.68,1.13,2026-03-03T14:01:09+00:00,3
tar,8,0.39,0.68,1.07,2026-03-03T14:01:14+00:00,3
gzip,0,2.11,1.03,3.14,2026-03-03T14:01:21+00:00,3
gzip,2,1.76,0.72,2.48,2026-03-03T14:01:27+00:00,3
gzip,4,0.81,0.67,1.48,2026-03-03T14:01:32+00:00,3
gzip,8,0.63,0.70,1.33,2026-03-03T14:01:37+00:00,3
lz4,0,0.95,2.14,3.09,2026-03-03T14:01:44+00:00,3
lz4,2,0.54,1.29,1.83,2026-03-03T14:01:49+00:00,3
lz4,4,0.40,1.08,1.48,2026-03-03T14:01:54+00:00,3
lz4,8,0.36,0.94,1.30,2026-03-03T14:01:59+00:00,3
zlib,0,2.22,1.15,3.37,2026-03-03T14:02:06+00:00,3
zlib,2,1.93,0.72,2.65,2026-03-03T14:02:13+00:00,3
zlib,4,0.89,0.65,1.54,2026-03-03T14:02:18+00:00,3
zlib,8,0.68,0.69,1.37,2026-03-03T14:02:23+00:00,3
