compression,streams,checkpoint_time,restore_time,total_time,timestamp,run_number
none,0,5.37,9.86,15.23,2026-03-03T17:11:25+00:00,1
none,2,5.65,6.10,11.75,2026-03-03T17:11:44+00:00,1
none,4,4.94,9.10,14.04,2026-03-03T17:12:08+00:00,1
none,8,5.40,9.39,14.79,2026-03-03T17:12:33+00:00,1
tar,0,6.44,7.11,13.55,2026-03-03T17:12:55+00:00,1
tar,2,4.83,8.87,13.70,2026-03-03T17:13:18+00:00,1
tar,4,4.56,8.19,12.75,2026-03-03T17:13:41+00:00,1
tar,8,5.23,6.57,11.80,2026-03-03T17:14:00+00:00,1
gzip,0,9.00,6.08,15.08,2026-03-03T17:14:25+00:00,1
gzip,2,9.56,7.95,17.51,2026-03-03T17:14:50+00:00,1
gzip,4,4.81,7.90,12.71,2026-03-03T17:15:11+00:00,1
gzip,8,4.14,8.01,12.15,2026-03-03T17:15:33+00:00,1
lz4,0,4.41,7.47,11.88,2026-03-03T17:15:55+00:00,1
lz4,2,3.65,5.71,9.36,2026-03-03T17:16:14+00:00,1
lz4,4,2.75,5.59,8.34,2026-03-03T17:16:30+00:00,1
lz4,8,3.39,8.27,11.66,2026-03-03T17:16:49+00:00,1
zlib,0,9.21,8.40,17.61,2026-03-03T17:17:16+00:00,1
zlib,2,9.54,7.99,17.53,2026-03-03T17:17:41+00:00,1
zlib,4,4.79,7.45,12.24,2026-03-03T17:18:03+00:00,1
zlib,8,4.24,7.98,12.22,2026-03-03T17:18:23+00:00,1
none,0,6.47,7.30,13.77,2026-03-03T17:18:47+00:00,2
none,2,4.94,8.36,13.30,2026-03-03T17:19:08+00:00,2
none,4,4.71,9.19,13.90,2026-03-03T17:19:32+00:00,2
none,8,5.25,9.37,14.62,2026-03-03T17:19:54+00:00,2
tar,0,6.49,7.88,14.37,2026-03-03T17:20:16+00:00,2
tar,2,6.71,8.28,14.99,2026-03-03T17:20:40+00:00,2
tar,4,4.80,8.86,13.66,2026-03-03T17:21:02+00:00,2
tar,8,5.44,9.34,14.78,2026-03-03T17:21:24+00:00,2
gzip,0,9.24,8.17,17.41,2026-03-03T17:21:51+00:00,2
gzip,2,9.24,7.46,16.70,2026-03-03T17:22:15+00:00,2
gzip,4,4.69,8.15,12.84,2026-03-03T17:22:36+00:00,2
gzip,8,4.19,6.16,10.35,2026-03-03T17:22:56+00:00,2
lz4,0,4.04,9.61,13.65,2026-03-03T17:23:17+00:00,2
lz4,2,3.54,8.13,11.67,2026-03-03T17:23:39+00:00,2
lz4,4,2.90,5.71,8.61,2026-03-03T17:23:55+00:00,2
lz4,8,3.51,7.50,11.01,2026-03-03T17:24:14+00:00,2
zlib,0,9.76,6.51,16.27,2026-03-03T17:24:40+00:00,2
zlib,2,10.12,7.93,18.05,2026-03-03T17:25:07+00:00,2
zlib,4,4.80,7.56,12.36,2026-03-03T17:25:30+00:00,2
zlib,8,4.14,5.96,10.10,2026-03-03T17:25:50+00:00,2
none,0,7.61,10.04,17.65,2026-03-03T17:26:17+00:00,3
none,2,6.32,8.42,14.74,2026-03-03T17:26:42+00:00,3
none,4,4.68,9.04,13.72,2026-03-03T17:27:06+00:00,3
none,8,5.45,9.68,15.13,2026-03-03T17:27:29+00:00,3
tar,0,5.49,10.91,16.40,2026-03-03T17:27:55+00:00,3
tar,2,5.45,7.20,12.65,2026-03-03T17:28:18+00:00,3
tar,4,4.94,8.64,13.58,2026-03-03T17:28:41+00:00,3
tar,8,5.77,10.03,15.80,2026-03-03T17:29:05+00:00,3
gzip,0,9.30,6.45,15.75,2026-03-03T17:29:30+00:00,3
gzip,2,9.33,5.68,15.01,2026-03-03T17:29:53+00:00,3
gzip,4,4.94,5.59,10.53,2026-03-03T17:30:13+00:00,3
gzip,8,4.13,8.64,12.77,2026-03-03T17:30:33+00:00,3
lz4,0,4.14,9.81,13.95,2026-03-03T17:30:55+00:00,3
lz4,2,3.06,7.86,10.92,2026-03-03T17:31:13+00:00,3
lz4,4,2.99,7.14,10.13,2026-03-03T17:31:31+00:00,3
lz4,8,3.33,7.70,11.03,2026-03-03T17:31:51+00:00,3
zlib,0,9.44,9.15,18.59,2026-03-03T17:32:17+00:00,3
zlib,2,10.10,7.73,17.83,2026-03-03T17:32:43+00:00,3
zlib,4,4.97,7.28,12.25,2026-03-03T17:33:05+00:00,3
zlib,8,4.13,7.86,11.99,2026-03-03T17:33:26+00:00,3
