compression,streams,checkpoint_time,restore_time,total_time,timestamp,run_number
none,0,1.07,5.86,6.93,2026-03-03T14:56:57+00:00,1
none,2,1.36,6.42,7.78,2026-03-03T14:57:12+00:00,1
none,4,0.96,6.21,7.17,2026-03-03T14:57:29+00:00,1
none,8,0.91,6.87,7.78,2026-03-03T14:57:46+00:00,1
tar,0,1.84,6.93,8.77,2026-03-03T14:58:04+00:00,1
tar,2,1.37,7.11,8.48,2026-03-03T14:58:19+00:00,1
tar,4,0.98,6.83,7.81,2026-03-03T14:58:36+00:00,1
tar,8,0.93,4.42,5.35,2026-03-03T14:58:51+00:00,1
gzip,0,8.09,5.00,13.09,2026-03-03T14:59:13+00:00,1
gzip,2,7.25,4.32,11.57,2026-03-03T14:59:34+00:00,1
gzip,4,2.96,6.70,9.66,2026-03-03T14:59:52+00:00,1
gzip,8,2.07,4.53,6.60,2026-03-03T15:00:06+00:00,1
lz4,0,1.69,8.03,9.72,2026-03-03T15:00:22+00:00,1
lz4,2,1.06,4.89,5.95,2026-03-03T15:00:38+00:00,1
lz4,4,0.96,4.67,5.63,2026-03-03T15:00:53+00:00,1
lz4,8,0.93,7.03,7.96,2026-03-03T15:01:10+00:00,1
zlib,0,7.80,5.23,13.03,2026-03-03T15:01:32+00:00,1
zlib,2,7.52,4.48,12.00,2026-03-03T15:01:53+00:00,1
zlib,4,2.99,6.71,9.70,2026-03-03T15:02:10+00:00,1
zlib,8,2.14,6.38,8.52,2026-03-03T15:02:28+00:00,1
none,0,1.07,6.30,7.37,2026-03-03T15:02:44+00:00,2
none,2,1.37,6.55,7.92,2026-03-03T15:03:01+00:00,2
none,4,0.96,6.99,7.95,2026-03-03T15:03:18+00:00,2
none,8,0.93,6.61,7.54,2026-03-03T15:03:35+00:00,2
tar,0,1.83,6.75,8.58,2026-03-03T15:03:50+00:00,2
tar,2,1.37,7.09,8.46,2026-03-03T15:04:08+00:00,2
tar,4,0.98,6.67,7.65,2026-03-03T15:04:24+00:00,2
tar,8,0.94,4.48,5.42,2026-03-03T15:04:37+00:00,2
gzip,0,7.72,5.01,12.73,2026-03-03T15:04:59+00:00,2
gzip,2,7.42,4.39,11.81,2026-03-03T15:05:20+00:00,2
gzip,4,2.93,6.65,9.58,2026-03-03T15:05:36+00:00,2
gzip,8,2.09,6.28,8.37,2026-03-03T15:05:54+00:00,2
lz4,0,1.68,8.14,9.82,2026-03-03T15:06:11+00:00,2
lz4,2,1.07,6.94,8.01,2026-03-03T15:06:25+00:00,2
lz4,4,0.94,6.75,7.69,2026-03-03T15:06:40+00:00,2
lz4,8,0.92,4.79,5.71,2026-03-03T15:06:55+00:00,2
zlib,0,8.00,5.17,13.17,2026-03-03T15:07:18+00:00,2
zlib,2,7.50,4.49,11.99,2026-03-03T15:07:39+00:00,2
zlib,4,2.93,4.40,7.33,2026-03-03T15:07:56+00:00,2
zlib,8,2.16,6.87,9.03,2026-03-03T15:08:14+00:00,2
none,0,1.07,3.97,5.04,2026-03-03T15:08:28+00:00,3
none,2,1.39,6.38,7.77,2026-03-03T15:08:43+00:00,3
none,4,0.98,6.99,7.97,2026-03-03T15:09:01+00:00,3
none,8,0.93,6.69,7.62,2026-03-03T15:09:18+00:00,3
tar,0,1.83,7.32,9.15,2026-03-03T15:09:36+00:00,3
tar,2,1.38,6.70,8.08,2026-03-03T15:09:51+00:00,3
tar,4,0.98,6.23,7.21,2026-03-03T15:10:08+00:00,3
tar,8,0.92,4.47,5.39,2026-03-03T15:10:22+00:00,3
gzip,0,8.10,4.94,13.04,2026-03-03T15:10:42+00:00,3
gzip,2,7.41,4.54,11.95,2026-03-03T15:11:01+00:00,3
gzip,4,2.95,4.36,7.31,2026-03-03T15:11:17+00:00,3
gzip,8,2.09,4.55,6.64,2026-03-03T15:11:33+00:00,3
lz4,0,1.69,6.07,7.76,2026-03-03T15:11:49+00:00,3
lz4,2,1.07,4.91,5.98,2026-03-03T15:12:05+00:00,3
lz4,4,0.97,7.08,8.05,2026-03-03T15:12:20+00:00,3
lz4,8,0.91,7.12,8.03,2026-03-03T15:12:37+00:00,3
zlib,0,7.86,7.37,15.23,2026-03-03T15:13:01+00:00,3
zlib,2,7.64,4.49,12.13,2026-03-03T15:13:20+00:00,3
zlib,4,2.94,4.33,7.27,2026-03-03T15:13:37+00:00,3
zlib,8,2.16,6.61,8.77,2026-03-03T15:13:53+00:00,3
