compression,streams,checkpoint_time,restore_time,total_time,timestamp,run_number
none,0,3.39,3.04,6.43,2026-03-03T16:35:11+00:00,1
none,2,3.77,2.81,6.58,2026-03-03T16:35:22+00:00,1
none,4,2.94,2.26,5.20,2026-03-03T16:35:32+00:00,1
none,8,3.34,2.55,5.89,2026-03-03T16:35:42+00:00,1
tar,0,3.76,2.71,6.47,2026-03-03T16:35:53+00:00,1
tar,2,3.27,2.24,5.51,2026-03-03T16:36:03+00:00,1
tar,4,3.84,2.36,6.20,2026-03-03T16:36:14+00:00,1
tar,8,3.39,2.63,6.02,2026-03-03T16:36:24+00:00,1
gzip,0,2.54,1.44,3.98,2026-03-03T16:36:33+00:00,1
gzip,2,2.34,1.34,3.68,2026-03-03T16:36:41+00:00,1
gzip,4,1.58,1.46,3.04,2026-03-03T16:36:48+00:00,1
gzip,8,1.72,1.82,3.54,2026-03-03T16:36:56+00:00,1
lz4,0,1.42,2.57,3.99,2026-03-03T16:37:05+00:00,1
lz4,2,1.14,1.89,3.03,2026-03-03T16:37:12+00:00,1
lz4,4,1.12,1.73,2.85,2026-03-03T16:37:19+00:00,1
lz4,8,1.45,1.88,3.33,2026-03-03T16:37:27+00:00,1
zlib,0,2.68,1.59,4.27,2026-03-03T16:37:36+00:00,1
zlib,2,2.48,1.39,3.87,2026-03-03T16:37:44+00:00,1
zlib,4,1.57,1.48,3.05,2026-03-03T16:37:52+00:00,1
zlib,8,1.73,1.81,3.54,2026-03-03T16:38:00+00:00,1
none,0,3.41,2.46,5.87,2026-03-03T16:38:10+00:00,2
none,2,3.15,2.29,5.44,2026-03-03T16:38:20+00:00,2
none,4,2.94,2.30,5.24,2026-03-03T16:38:30+00:00,2
none,8,3.20,2.81,6.01,2026-03-03T16:38:40+00:00,2
tar,0,3.70,2.32,6.02,2026-03-03T16:38:51+00:00,2
tar,2,3.97,2.06,6.03,2026-03-03T16:39:01+00:00,2
tar,4,3.16,2.24,5.40,2026-03-03T16:39:11+00:00,2
tar,8,3.27,2.56,5.83,2026-03-03T16:39:21+00:00,2
gzip,0,2.58,1.46,4.04,2026-03-03T16:39:30+00:00,2
gzip,2,2.41,1.33,3.74,2026-03-03T16:39:38+00:00,2
gzip,4,1.58,1.49,3.07,2026-03-03T16:39:46+00:00,2
gzip,8,1.69,1.82,3.51,2026-03-03T16:39:54+00:00,2
lz4,0,1.43,2.56,3.99,2026-03-03T16:40:02+00:00,2
lz4,2,1.08,1.92,3.00,2026-03-03T16:40:09+00:00,2
lz4,4,1.15,1.66,2.81,2026-03-03T16:40:17+00:00,2
lz4,8,1.44,1.93,3.37,2026-03-03T16:40:25+00:00,2
zlib,0,3.12,1.57,4.69,2026-03-03T16:40:34+00:00,2
zlib,2,2.54,1.33,3.87,2026-03-03T16:40:42+00:00,2
zlib,4,1.62,1.48,3.10,2026-03-03T16:40:50+00:00,2
zlib,8,1.75,1.81,3.56,2026-03-03T16:40:58+00:00,2
none,0,3.50,2.64,6.14,2026-03-03T16:41:08+00:00,3
none,2,3.16,2.26,5.42,2026-03-03T16:41:18+00:00,3
none,4,3.04,2.31,5.35,2026-03-03T16:41:28+00:00,3
none,8,3.46,2.58,6.04,2026-03-03T16:41:39+00:00,3
tar,0,4.05,2.60,6.65,2026-03-03T16:41:50+00:00,3
tar,2,4.15,2.32,6.47,2026-03-03T16:42:01+00:00,3
tar,4,3.01,2.19,5.20,2026-03-03T16:42:10+00:00,3
tar,8,3.38,2.59,5.97,2026-03-03T16:42:21+00:00,3
gzip,0,2.58,1.46,4.04,2026-03-03T16:42:29+00:00,3
gzip,2,2.35,1.34,3.69,2026-03-03T16:42:37+00:00,3
gzip,4,1.62,1.48,3.10,2026-03-03T16:42:45+00:00,3
gzip,8,1.76,1.80,3.56,2026-03-03T16:42:53+00:00,3
lz4,0,1.45,2.58,4.03,2026-03-03T16:43:02+00:00,3
lz4,2,1.06,1.89,2.95,2026-03-03T16:43:09+00:00,3
lz4,4,1.12,1.70,2.82,2026-03-03T16:43:16+00:00,3
lz4,8,1.43,1.86,3.29,2026-03-03T16:43:24+00:00,3
zlib,0,3.13,1.60,4.73,2026-03-03T16:43:33+00:00,3
zlib,2,2.87,1.34,4.21,2026-03-03T16:43:42+00:00,3
zlib,4,1.55,1.47,3.02,2026-03-03T16:43:49+00:00,3
zlib,8,1.73,1.82,3.55,2026-03-03T16:43:57+00:00,3
